;date;age;job;relation;education;defaut;balance;pret_immo;pret_perso;contact;duree_contact;nb_contact;nb_j_dernier_contact;nb_contact_derniere_campagne;resultat_derniere_campagne;statut
632;2008-05-06;42;Col bleu;Marié;Primaire;No;15;Yes;No;;230;1;-1;0;;Refus
633;2008-05-06;33;Services;Marié;Tertiaire;No;85;No;No;;262;3;-1;0;;Suppression
634;2008-05-06;52;Entrepreuneur;Marié;Tertiaire;No;-184;Yes;Yes;;392;2;-1;0;;Refus
635;2008-05-06;52;Services;Marié;Secondaire;No;660;No;No;;0;2;-1;0;;Absent
636;2008-05-06;52;Col bleu;Divorcé;Primaire;Yes;-183;Yes;No;;0;1;-1;0;;Absent
637;2008-05-06;30;Chomeur;Divorcé;Secondaire;No;1144;Yes;No;;0;1;-1;0;;Absent
638;2008-05-06;44;Services;Divorcé;Secondaire;No;1;Yes;No;;235;4;-1;0;;En Attente
639;2008-05-06;35;Admin;Marié;Secondaire;No;69;Yes;Yes;;235;2;-1;0;;Refus
640;2008-05-06;55;Manager;Célibataire;Secondaire;No;220;Yes;No;;328;2;-1;0;;Refus
641;2008-05-06;33;Col bleu;Marié;Primaire;No;332;Yes;No;;116;2;-1;0;;Refus
642;2008-05-06;37;Col bleu;Célibataire;Secondaire;No;240;Yes;No;;246;1;-1;0;;Refus
643;2008-05-06;42;Technicien;Célibataire;Secondaire;No;0;Yes;No;;293;1;-1;0;;Refus
644;2008-05-06;43;Chomeur;Marié;Secondaire;No;0;Yes;No;;37;2;-1;0;;Refus
645;2008-05-06;38;Entrepreuneur  ;Marié;Tertiaire;No;898;Yes;No;;132;2;-1;0;;Refus
646;2008-05-06;37;Technicien;Marié;Secondaire;No;123;Yes;Yes;;0;2;-1;0;;Absent
647;2008-05-06;31;Etudiant;Célibataire;Secondaire;No;252;Yes;No;;0;3;-1;0;;Absent
648;2008-05-06;41;Manager;Marié;Tertiaire;No;65;Yes;No;;0;2;-1;0;;Absent
649;2008-05-06;41;Technicien;Marié;Secondaire;No;-366;Yes;Yes;;29;3;-1;0;;Suppression
650;2008-05-06;29;Etudiant;Célibataire;Secondaire;No;209;Yes;No;;311;2;-1;0;;Refus
651;2008-05-06;38;Admin;Célibataire;Secondaire;No;221;Yes;No;;211;2;-1;0;;Refus
652;2008-05-06;44;Indépendant;Divorcé;Tertiaire;No;4;Yes;No;;0;3;-1;0;;Absent
653;2008-05-06;39;Admin   ;Marié;Secondaire;No;104;Yes;No;;0;1;-1;0;;Absent
654;2008-05-06;28;Technicien ;Célibataire;Secondaire;No;312;Yes;No;;0;1;-1;0;;Absent
655;2008-05-06;33;Col bleu;Marié;Secondaire;No;-349;Yes;No;;191;1;-1;0;;Suppression
656;2008-05-06;41;Services;Marié;;No;4;No;No;;0;2;-1;0;;Absent
657;2008-05-06;40;Col bleu;Marié;Primaire;No;-322;Yes;Yes;;144;1;-1;0;;Suppression
658;2008-05-06;29;Admin;Marié;Secondaire;No;-150;Yes;No;;328;1;-1;0;;Refus
659;2008-05-06;38;Manager;Marié;;No;1349;Yes;No;;100;1;-1;0;;Refus
660;2008-05-06;32;Admin;Marié;Tertiaire   ;No;281;Yes;No;;0;1;-1;0;;Absent
661;2008-05-06;45;Services;Marié;Secondaire;No;1259;Yes;No;;507;1;-1;0;;Refus
662;2008-05-06;33;Admin;Célibataire;Secondaire;No;101;Yes;No;;392;1;-1;0;;Refus
663;2008-05-06;34;Col bleu;Marié;Secondaire;No;848;Yes;No;;684;2;-1;0;;Refus
664;2008-05-06;41;Entrepreuneur;Marié;;No;89;Yes;No;;0;2;-1;0;;Absent
665;2008-05-06;41;Col bleu;Marié;Secondaire;No;140;Yes;No;;0;3;-1;0;;Absent
666;2008-05-06;35;Admin;Célibataire;Secondaire;No;148;Yes;No;;0;2;-1;0;;Absent
667;2008-05-06;40;Technicien;Célibataire;Secondaire;No;200;Yes;No;;0;2;-1;0;;Absent
668;2008-05-06;60;Indépendant;Marié;Primaire;No;46;Yes;No;;0;4;-1;0;;Absent
669;2008-05-06;47;Services;Divorcé;Secondaire;No;201;Yes;No;;92;2;-1;0;;Refus
670;2008-05-06;46;Col bleu;Marié;Primaire;No;530;Yes;No;;0;3;-1;0;;Absent
671;2008-05-06;31;Col bleu;Célibataire;Secondaire;No;0;Yes;No;;273;2;-1;0;;Refus
672;2008-05-06;49;Indépendant;Marié;Secondaire;No;1;Yes;No;;0;3;-1;0;;Absent
673;2008-05-06;29;Col bleu;Marié;Secondaire;No;43;Yes;No;;0;2;-1;0;;Absent
674;2008-05-06;31;Manager;Célibataire;Tertiaire;No;-173;Yes;No;;396;2;-1;0;;Refus
675;2008-05-06;38;Manager;Marié;Tertiaire;No;389;Yes;No;;0;1;-1;0;;Absent
676;2008-05-06;37;Col bleu;Marié;Primaire;No;215;Yes;Yes;;0;3;-1;0;;Absent
677;2008-05-06;35;Technicien;Marié;Secondaire;No;-131;Yes;No;;467;2;-1;0;;Refus
678;2008-05-06;31;Manager;Célibataire;Secondaire;No;783;Yes;No;;0;1;-1;0;;Absent
679;2008-05-06;41;Admin;Marié;Secondaire;No;0;Yes;No;;0;3;-1;0;;Absent
680;2008-05-06;46;Services;Marié;;No;80;Yes;No;;0;2;-1;0;;Absent
681;2008-05-06;40;Services;Divorcé;Secondaire;No;105;Yes;No;;0;2;-1;0;;Absent
682;2008-05-06;29;Admin;Marié;Secondaire;No;182;Yes;Yes;;477;1;-1;0;;Refus
683;2008-05-06;49;Admin;Marié;Secondaire;No;82;Yes;No;;0;1;-1;0;;Absent
684;2008-05-06;123;Manager;Marié;Tertiaire;No;0;Yes;No;;65;3;-1;0;;Refus
685;2008-05-06;54;Services;Marié;Secondaire;No;510;Yes;No;;0;2;-1;0;;Absent
686;2008-05-06;123;Manager;;Tertiaire;No;242;Yes;;;221;2;-1;0;;Suppression
687;2008-05-06;53;Admin;Marié;Secondaire;No;244;Yes;Yes;;197;2;-1;0;;Refus
688;2008-05-06;49;Manager;Marié;Tertiaire;No;92;Yes;No;;221;2;-1;0;;Suppression
689;2008-05-06;40;Col bleu;Marié;Primaire;Yes;0;Yes;No;;0;2;-1;0;;Absent
690;2008-05-06;29;Etudiant;Célibataire;Secondaire;No;948;Yes;No;;75;2;-1;0;;Refus
691;2008-05-06;36;Col bleu;Marié;Primaire;No;23;Yes;No;;0;2;-1;0;;Absent
692;2008-05-06;37;Technicien;Marié;Secondaire;No;710;Yes;No;;378;3;-1;0;;Refus
693;2008-05-06;39;Services;Marié;Secondaire;No;1205;Yes;No;;118;2;-1;0;;Refus
694;2008-05-06;123;Technicien;Marié;Secondaire;No;368;Yes;Yes;;1597;2;-1;0;;Souscrit
695;2008-05-06;44;Entrepreuneur;Marié;Tertiaire;No;1631;Yes;No;;346;2;-1;0;;Refus
696;2008-05-06;40;Admin;Marié;Secondaire;No;6;Yes;No;;60;3;-1;0;;Refus
697;2008-05-06;49;Col bleu;Marié;Secondaire;No;26;Yes;No;;0;2;-1;0;;Absent
698;2008-05-06;123;Technicien;Célibataire;;No;-48;Yes;;;152;2;-1;0;;Refus
699;2008-05-06;57;Manager;Marié;Tertiaire;No;2142;Yes;No;;251;3;-1;0;;Refus
700;2008-05-06;24;Services;Célibataire;Secondaire;No;77;Yes;Yes;;0;2;-1;0;;Absent
701;2008-05-06;46;Col bleu;Marié;;No;401;Yes;No;;0;2;-1;0;;Absent
702;2008-05-06;33;Admin;Marié;Secondaire;No;21;No;No;;189;3;-1;0;;Suppression
703;2008-05-06;43;Services;Divorcé;Secondaire;No;0;Yes;No;;125;2;-1;0;;Suppression
704;2008-05-06;123;Admin;;Secondaire;No;-497;Yes;;;234;2;-1;0;;Refus
705;2008-05-06;40;Col bleu;Divorcé;Primaire;No;369;No;No;;79;2;-1;0;;Suppression
706;2008-05-06;44;Technicien;Célibataire;;No;78;Yes;No;;0;6;-1;0;;Absent
707;2008-05-06;35;Technicien;Célibataire;Tertiaire;No;226;Yes;Yes;;283;3;-1;0;;Refus
708;2008-05-06;47;Technicien;Marié;Secondaire;No;503;Yes;No;;0;2;-1;0;;Absent
709;2008-05-06;33;Col bleu;Marié;Secondaire;No;372;Yes;No;;132;2;-1;0;;Refus
710;2008-05-06;31;Admin;Marié;Secondaire;No;0;Yes;Yes;;144;2;-1;0;;Refus
711;2008-05-06;40;Col bleu;Divorcé;Secondaire;No;0;Yes;No;;121;2;-1;0;;Suppression
712;2008-05-06;36;Entrepreuneur;Marié;Tertiaire;No;125;Yes;No;;95;3;-1;0;;Refus
713;2008-05-06;56;Retraité;Divorcé;Primaire;No;4;Yes;No;;31;3;-1;0;;Refus
714;2008-05-06;40;Admin;Célibataire;;No;419;Yes;No;;0;3;-1;0;;Absent
715;2008-05-06;41;Admin ;Divorcé;Secondaire;No;322;Yes;No;;87;4;-1;0;;Refus
716;2008-05-06;53;Retraité;Marié;Secondaire;No;303;Yes;No;;0;2;-1;0;;Absent
717;2008-05-06;39;Col bleu;Marié;Secondaire;No;607;Yes;No;;99;2;-1;0;;Refus
718;2008-05-06;44;Col bleu;Divorcé;Secondaire;No;579;Yes;No;;198;2;-1;0;;Refus
719;2008-05-06;38;Admin;Marié;Secondaire;No;3047;Yes;No;;0;2;-1;0;;Absent
720;2008-05-06;54;Technicien;Divorcé;Secondaire;No;83;Yes;No;;0;3;-1;0;;Absent
721;2008-05-06;58;Manager;Marié;Tertiaire;No;68;Yes;No;;0;5;-1;0;;Absent
722;2008-05-06;52;Col bleu;Marié;Primaire;No;58;Yes;No;;213;3;-1;0;;Refus
723;2008-05-06;28;Admin;Célibataire;Secondaire;No;251;Yes;No;;0;2;-1;0;;Absent
724;2008-05-06;36;Col bleu;Marié;Secondaire;No;688;Yes;No;;174;2;-1;0;;Suppression
725;2008-05-06;60;Retraité;Marié;Primaire;No;364;Yes;No;;631;2;-1;0;;Refus
726;2008-05-06;42;Services;Divorcé;Secondaire;No;55;Yes;No;;0;5;-1;0;;Absent
727;2008-05-06;42;Admin;Marié;Secondaire;No;101;Yes;No;;32;3;-1;0;;Refus
728;2008-05-06;44;Manager;Marié;Tertiaire;No;105;Yes;No;;1529;2;-1;0;;Refus
729;2008-05-06;51;Col bleu;Divorcé;Primaire;No;325;Yes;No;;254;2;-1;0;;Refus
730;2008-05-06;49;Col bleu;Marié;Primaire;No;198;Yes;No;;0;2;-1;0;;Absent
731;2008-05-06;47;Entrepreuneur  ;Marié;;No;209;Yes;No;;135;2;-1;0;;Refus
732;2008-05-06;37;Col bleu;Marié;Secondaire;No;183;Yes;No;;0;4;-1;0;;Absent
733;2008-05-06;34;Manager;Marié;Tertiaire;No;105;Yes;No;;314;3;-1;0;;Refus
734;2008-05-06;35;Services;Marié;Secondaire;No;109;Yes;No;;0;3;-1;0;;Absent
735;2008-05-06;35;Col bleu;Célibataire;Secondaire;No;376;Yes;Yes;;0;3;-1;0;;Absent
736;2008-05-06;40;Col bleu;Marié;Primaire;No;-7;Yes;No;;0;2;-1;0;;Absent
737;2008-05-06;55;Technicien;Marié;Secondaire;No;0;No;No;;0;3;-1;0;;Absent
738;2008-05-06;55;Retraité;Marié;Secondaire;No;143;Yes;No;;42;3;-1;0;;Refus
739;2008-05-06;35;Manager;Célibataire;Tertiaire;No;550;Yes;No;;0;2;-1;0;;Absent
740;2008-05-06;57;Col bleu;Marié;Primaire;No;162;Yes;No;;0;2;-1;0;;Absent
741;2008-05-06;53;Manager;Marié;Tertiaire;No;115;Yes;No;;336;3;-1;0;;Refus
742;2008-05-06;41;Col bleu;Marié;Primaire;No;512;Yes;No;;233;2;-1;0;;Refus
743;2008-05-06;57;Col bleu;Marié;;No;807;Yes;No;;211;2;-1;0;;Refus
744;2008-05-06;45;Col bleu;Marié;;No;248;Yes;No;;88;5;-1;0;;Refus
745;2008-05-06;43;Col bleu;Marié;Primaire;No;1211;Yes;No;;208;3;-1;0;;Refus
746;2008-05-06;56;Indépendant;Marié;;No;7;No;No;;305;2;-1;0;;Refus
747;2008-05-06;31;Entrepreuneur;Marié;Tertiaire   ;No;281;Yes;No;;206;2;-1;0;;En Attente
748;2008-05-06;37;Col bleu;Célibataire;Secondaire;No;88;Yes;No;;128;2;-1;0;;Refus
749;2008-05-06;30;Manager;Marié;Tertiaire;No;32;Yes;No;;122;3;-1;0;;Refus
750;2008-05-06;30;Admin;Célibataire;Secondaire;No;115;Yes;No;;0;3;-1;0;;Absent
751;2008-05-06;54;Col bleu;Marié;Secondaire;No;254;Yes;No;;0;2;-1;0;;Absent
752;2008-05-06;36;Manager;Marié;Tertiaire;No;144;Yes;No;;164;2;-1;0;;Refus
753;2008-05-06;55;Chomeur;Marié;Tertiaire;No;383;No;No;;343;3;-1;0;;Refus
754;2008-05-06;37;Admin;Célibataire;Secondaire;No;569;Yes;Yes;;126;2;-1;0;;Refus
755;2008-05-06;38;Employé de ménage;Marié;Secondaire;No;0;Yes;No;;0;3;-1;0;;Absent
756;2008-05-06;123;Admin;;Secondaire;No;3754;Yes;;;0;3;-1;0;;Absent
757;2008-05-06;55;Employé de ménage;Divorcé;Tertiaire;No;6920;Yes;No;;406;3;-1;0;;Refus
758;2008-05-06;59;Services;Marié;Secondaire;No;307;Yes;Yes;;0;7;-1;0;;Absent
759;2008-05-06;37;Technicien;Marié;Secondaire;No;-421;Yes;No;;183;5;-1;0;;Refus
760;2008-05-06;33;Col bleu;Divorcé;Secondaire;No;60;No;No;;0;3;-1;0;;Absent
761;2008-05-06;44;Col bleu;Marié;Primaire;No;67;Yes;No;;220;2;-1;0;;Refus
762;2008-05-06;57;Technicien;Marié;Secondaire;No;402;Yes;No;;153;3;-1;0;;Refus
763;2008-05-06;30;Indépendant;Célibataire;Tertiaire;No;800;No;No;;95;2;-1;0;;Refus
764;2008-05-06;42;Technicien;Marié;Tertiaire;No;239;Yes;Yes;;191;3;-1;0;;Refus
765;2008-05-06;51;Col bleu;Divorcé;Secondaire;No;421;Yes;No;;216;2;-1;0;;Suppression
766;2008-05-07;44;Admin;Divorcé;Secondaire;No;161;Yes;No;;0;2;-1;0;;Absent
767;2008-05-07;46;Technicien;Marié;Secondaire;Yes;289;No;No;;51;3;-1;0;;Refus
768;2008-05-07;29;Etudiant   ;Célibataire;Secondaire;No;110;Yes;No;;169;3;-1;0;;Refus
769;2008-05-07;39;Col bleu;Marié;Primaire;No;245;Yes;No;;0;3;-1;0;;Absent
770;2008-05-07;42;Services;Marié;Secondaire;No;0;Yes;No;;132;3;-1;0;;Refus
771;2008-05-07;50;Col bleu;Marié;Primaire;No;156;Yes;No;;117;3;-1;0;;Refus
772;2008-05-07;42;Technicien;Célibataire;Secondaire;No;0;Yes;No;;0;4;-1;0;;Absent
773;2008-05-07;39;Admin;Marié;Secondaire;No;20;Yes;No;;124;2;-1;0;;Refus
774;2008-05-07;55;Technicien;Célibataire;Tertiaire;No;92;Yes;No;;0;3;-1;0;;Absent
775;2008-05-07;46;Services;Marié;Secondaire;No;89;Yes;No;;0;2;-1;0;;Absent
776;2008-05-07;42;Col bleu;Marié;Secondaire  ;No;166;Yes;No;;285;3;-1;0;;Refus
777;2008-05-07;45;Manager;Marié;Tertiaire;No;103;Yes;No;;35;4;-1;0;;Refus
778;2008-05-07;43;Col bleu;Marié;Primaire;No;-454;Yes;No;;0;2;-1;0;;Absent
779;2008-05-07;42;Admin;Marié;Secondaire;No;445;Yes;No;;0;2;-1;0;;Absent
780;2008-05-07;30;Admin;Marié;Secondaire;No;4;No;No;;172;8;-1;0;;Refus
781;2008-05-07;47;Col bleu;Marié;Secondaire;No;1001;Yes;No;;0;4;-1;0;;Absent
782;2008-05-07;51;Services;Divorcé;Secondaire;No;-69;Yes;No;;216;3;-1;0;;Refus
783;2008-05-07;38;Technicien;Célibataire;Secondaire;No;42;Yes;No;;0;2;-1;0;;Absent
784;2008-05-07;57;Technicien;Marié;;No;1617;Yes;No;;96;2;-1;0;;Refus
785;2008-05-07;42;Manager;Divorcé;Tertiaire;No;221;Yes;No;;0;2;-1;0;;Absent
786;2008-05-07;32;Technicien;Divorcé;Secondaire;No;210;Yes;Yes;;0;2;-1;0;;Absent
787;2008-05-07;46;Manager;Marié;Tertiaire;No;0;No;No;;70;2;-1;0;;Refus
788;2008-05-07;29;Etudiant;Célibataire;Tertiaire;No;185;Yes;No;;141;3;-1;0;;Refus
789;2008-05-07;59;Retraité;Marié;Secondaire;No;836;Yes;No;;106;1;-1;0;;Suppression
790;2008-05-07;32;Col bleu;Célibataire;Secondaire;No;301;Yes;No;;0;2;-1;0;;Absent
791;2008-05-07;44;Col bleu;Marié;Primaire;No;503;Yes;No;;629;2;-1;0;;Suppression
792;2008-05-07;40;Retraité;Marié;Primaire;No;407;Yes;No;;0;1;-1;0;;Absent
793;2008-05-07;31;Col bleu;Célibataire;Secondaire;No;53;Yes;No;;446;1;-1;0;;Refus
794;2008-05-07;46;Indépendant;Marié;Tertiaire;No;2303;Yes;No;;0;1;-1;0;;Absent
795;2008-05-07;43;Manager;Marié;Tertiaire;No;144;Yes;No;;131;3;-1;0;;Refus
796;2008-05-07;34;Services;Marié;Secondaire;No;205;Yes;No;;0;1;-1;0;;Absent
797;2008-05-07;39;Manager;Marié;Tertiaire;No;305;Yes;No;;275;6;-1;0;;Refus
798;2008-05-07;30;Col bleu;Divorcé;Secondaire;No;251;Yes;Yes;;0;2;-1;0;;Absent
799;2008-05-07;56;Retraité;Marié;Secondaire;No;0;Yes;No;;0;4;-1;0;;Absent
800;2008-05-07;29;Technicien;Marié;Secondaire;No;8;No;No;;0;1;-1;0;;Absent
801;2008-05-07;40;Col bleu;Divorcé;Secondaire;No;139;Yes;No;;91;1;-1;0;;Suppression
802;2008-05-07;36;Services;Marié;Secondaire;No;184;Yes;No;;128;3;-1;0;;Refus
803;2008-05-07;37;Col bleu;Célibataire;Secondaire;No;238;Yes;No;;200;2;-1;0;;Refus
804;2008-05-07;35;Admin;Marié;Secondaire;No;0;No;No;;326;1;-1;0;;Refus
805;2008-05-07;35;Col bleu;Marié;Primaire;Yes;0;Yes;No;;0;1;-1;0;;Absent
806;2008-05-07;47;Services;Marié;Primaire;No;222;Yes;No;;0;1;-1;0;;Absent
807;2008-05-07;31;Services;Marié;Secondaire;No;414;Yes;No;;0;1;-1;0;;Absent
808;2008-05-07;56;Retraité;Célibataire;Primaire;No;223;Yes;No;;0;1;-1;0;;Absent
809;2008-05-07;57;Technicien;Marié;Secondaire;No;197;No;No;;32;1;-1;0;;Refus
810;2008-05-07;36;Col bleu;Marié;Secondaire;No;-251;Yes;No;;0;1;-1;0;;Absent
811;2008-05-07;45;Indépendant;Divorcé;Secondaire;No;-139;Yes;No;;152;3;-1;0;;Refus
812;2008-05-07;47;Col bleu;Marié;;No;733;Yes;No;;0;1;-1;0;;Absent
813;2008-05-07;29;Technicien;Célibataire;Tertiaire;No;0;Yes;No;;104;2;-1;0;;Refus
814;2008-05-07;57;Services;Marié;Secondaire;No;1;No;No;;852;1;-1;0;;Refus
815;2008-05-07;45;Col bleu;Marié;Primaire;No;97;Yes;No;;0;3;-1;0;;Absent
816;2008-05-07;31;Col bleu;Célibataire;Primaire;No;435;Yes;No;;0;2;-1;0;;Absent
817;2008-05-07;31;Manager;Divorcé;Tertiaire;No;0;Yes;No;;0;3;-1;0;;Absent
818;2008-05-07;37;Technicien;Célibataire;Tertiaire;No;147;No;No;;416;2;-1;0;;Refus
819;2008-05-07;30;Technicien;Célibataire;Tertiaire;No;3;Yes;No;;174;1;-1;0;;Refus
820;2008-05-07;58;Services;Divorcé;Secondaire;No;1109;Yes;Yes;;180;1;-1;0;;Refus
821;2008-05-07;33;Services;Marié;Secondaire;No;404;Yes;No;;139;1;-1;0;;Refus
822;2008-05-07;39;Col bleu;Marié;Primaire;No;981;Yes;No;;294;1;-1;0;;Refus
823;2008-05-07;33;Col bleu;Célibataire;Primaire;No;95;Yes;No;;0;1;-1;0;;Absent
824;2008-05-07;34;Services;Marié;Secondaire;No;302;Yes;No;;124;1;-1;0;;Refus
825;2008-05-07;36;Services;Divorcé;Secondaire;No;-290;Yes;Yes;;128;1;-1;0;;Refus
826;2008-05-07;37;Services;Célibataire;Secondaire;No;259;Yes;No;;0;1;-1;0;;Absent
827;2008-05-07;35;Col bleu;Marié;Secondaire;No;527;Yes;Yes;;143;1;-1;0;;Refus
828;2008-05-07;55;Retraité;Marié;Secondaire;No;102;Yes;No;;74;1;-1;0;;Suppression
829;2008-05-07;34;Manager;Célibataire;Tertiaire;No;872;Yes;No;;0;2;-1;0;;Absent
830;2008-05-07;40;Manager;Divorcé;Tertiaire;No;490;Yes;No;;477;2;-1;0;;Refus
831;2008-05-07;42;Col bleu;Célibataire;Primaire;No;19;Yes;No;;158;1;-1;0;;Refus
832;2008-05-07;37;Col bleu;Marié;Secondaire;No;16;Yes;No;;250;1;-1;0;;Refus
833;2008-05-07;42;Manager;Marié;Tertiaire;No;386;Yes;No;;168;1;-1;0;;Refus
834;2008-05-07;35;Technicien;Célibataire;Secondaire;No;539;Yes;No;;520;1;-1;0;;Refus
835;2008-05-07;44;Technicien;Divorcé;Secondaire;No;-329;Yes;No;;171;1;-1;0;;Refus
836;2008-05-07;30;Services;Célibataire;Secondaire;No;-174;Yes;No;;113;1;-1;0;;Refus
837;2008-05-07;45;Entrepreuneur;Marié;Secondaire;No;68;Yes;No;;254;1;-1;0;;Refus
838;2008-05-07;35;Col bleu;Célibataire;;Yes;-532;Yes;No;;149;1;-1;0;;En Attente
839;2008-05-07;36;Admin   ;Divorcé;Secondaire;No;0;Yes;No;;133;2;-1;0;;Refus
840;2008-05-07;49;Col bleu;Marié;Secondaire;No;64;Yes;No;;293;3;-1;0;;Refus
841;2008-05-07;31;Col bleu;Célibataire;Secondaire;No;1415;Yes;No;;485;1;-1;0;;Refus
842;2008-05-07;31;Technicien;Célibataire;Secondaire;No;147;Yes;No;;374;1;-1;0;;Refus
843;2008-05-07;39;Col bleu;Marié;Secondaire;No;72;Yes;No;;425;6;-1;0;;Refus
844;2008-05-07;37;Services;Célibataire;Secondaire;No;-196;Yes;No;;0;1;-1;0;;Absent
845;2008-05-07;33;Col bleu;Marié;Primaire;No;716;Yes;No;;83;3;-1;0;;Refus
846;2008-05-07;37;Manager;Marié;Tertiaire;No;0;Yes;No;;228;1;-1;0;;Suppression
847;2008-05-07;42;Services;Marié;Secondaire;No;-246;Yes;No;;0;1;-1;0;;Absent
848;2008-05-07;56;Col bleu;Marié;Secondaire;No;-203;Yes;No;;139;1;-1;0;;Refus
849;2008-05-07;37;Admin;Célibataire;Secondaire;No;245;Yes;Yes;;732;2;-1;0;;Souscrit
850;2008-05-07;36;Services;Célibataire;Secondaire;No;342;Yes;No;;142;1;-1;0;;Refus
851;2008-05-07;29;Technicien;Célibataire;Tertiaire;No;3;Yes;No;;359;1;-1;0;;Refus
852;2008-05-07;54;Manager;Marié;Tertiaire;Yes;-248;Yes;Yes;;112;1;-1;0;;Suppression
853;2008-05-07;38;Col bleu;Marié;Secondaire;No;376;Yes;No;;0;1;-1;0;;Absent
854;2008-05-07;43;Col bleu;Divorcé;Secondaire;No;370;Yes;No;;216;1;-1;0;;Refus
855;2008-05-07;47;Admin;Célibataire;Secondaire;No;594;Yes;No;;161;1;-1;0;;Refus
856;2008-05-07;47;Col bleu;Marié;Secondaire;No;387;Yes;No;;122;2;-1;0;;Refus
857;2008-05-07;38;Services;Marié;Secondaire;No;208;Yes;No;;0;1;-1;0;;Absent
858;2008-05-07;40;Col bleu;Marié;Secondaire;No;563;Yes;No;;615;1;-1;0;;Refus
859;2008-05-07;33;Services;Divorcé;Secondaire;No;392;Yes;Yes;;254;1;-1;0;;Refus
860;2008-05-07;33;Retraité;Marié;Secondaire;No;165;No;No;;111;1;-1;0;;En Attente
861;2008-05-07;53;Admin;Divorcé;;No;236;Yes;No;;0;1;-1;0;;Absent
862;2008-05-07;37;Services;Marié;Primaire;No;52;Yes;No;;0;1;-1;0;;Absent
863;2008-05-07;40;Manager;Célibataire;Tertiaire;No;1265;Yes;No;;0;1;-1;0;;Absent
864;2008-05-07;37;Col bleu;Marié;Primaire;No;693;Yes;No;;0;3;-1;0;;Absent
865;2008-05-07;35;Technicien;Marié;Secondaire;No;118;Yes;No;;0;1;-1;0;;Absent
866;2008-05-07;49;Col bleu;Marié;Primaire;No;3659;Yes;No;;160;1;-1;0;;Refus
867;2008-05-07;26;Col bleu;Célibataire;Secondaire;No;24;Yes;No;;180;1;-1;0;;Refus
868;2008-05-07;38;Manager;Célibataire;Tertiaire;No;673;Yes;No;;184;1;-1;0;;Suppression
869;2008-05-07;52;Indépendant;Marié;Secondaire;No;273;No;No;;227;1;-1;0;;Suppression
870;2008-05-07;123;Services;;Secondaire;No;327;Yes;;;109;1;-1;0;;Refus
871;2008-05-07;31;Admin;Célibataire;Secondaire;No;299;Yes;No;;0;2;-1;0;;Absent
872;2008-05-07;32;Col bleu;Marié;Secondaire;No;0;Yes;No;;298;1;-1;0;;Refus
873;2008-05-07;35;Col bleu;Célibataire;Primaire;No;109;Yes;No;;0;2;-1;0;;Absent
874;2008-05-07;55;Manager;Divorcé;Tertiaire;No;552;No;No;;241;2;-1;0;;Refus
875;2008-05-07;32;Col bleu;Divorcé;Primaire;No;473;Yes;No;;204;2;-1;0;;Refus
876;2008-05-07;37;;Célibataire;;No;414;Yes;No;;131;1;-1;0;;Refus
877;2008-05-07;45;Col bleu;Marié;Secondaire;No;154;Yes;No;;1138;1;-1;0;;Souscrit
878;2008-05-07;31;Technicien;Marié;Secondaire;No;344;Yes;No;;0;1;-1;0;;Absent
879;2008-05-07;38;Admin;Marié;Secondaire;No;8;Yes;No;;0;1;-1;0;;Absent
880;2008-05-07;37;Services;Marié;Secondaire;No;78;Yes;No;;0;2;-1;0;;Absent
881;2008-05-07;38;Col bleu;Marié;Secondaire;No;266;Yes;No;;287;1;-1;0;;Refus
882;2008-05-07;33;Employé de ménage;Marié;Tertiaire;No;98;Yes;Yes;;109;1;-1;0;;Refus
883;2008-05-07;38;Col bleu;Marié;Primaire;No;83;Yes;No;;140;2;-1;0;;Refus
884;2008-05-07;37;Manager;Célibataire;Tertiaire;Yes;45;Yes;No;;204;1;-1;0;;Refus
885;2008-05-07;29;Chomeur;Marié;Tertiaire;No;8;Yes;No;;0;1;-1;0;;Absent
886;2008-05-07;42;Manager;Marié;Tertiaire;No;263;Yes;No;;0;1;-1;0;;Absent
887;2008-05-07;40;Col bleu;Marié;Secondaire;No;306;Yes;No;;184;2;-1;0;;Refus
888;2008-05-07;32;Manager;Marié;Tertiaire;No;233;Yes;No;;193;1;-1;0;;Refus
889;2008-05-07;47;Manager;Divorcé;Tertiaire;No;447;No;Yes;;126;1;-1;0;;Refus
890;2008-05-07;29;Etudiant;Célibataire;Secondaire;No;872;Yes;No;;0;1;-1;0;;Absent
891;2008-05-07;53;Services;Divorcé;Primaire;No;-291;Yes;Yes;;591;1;-1;0;;Souscrit
892;2008-05-07;31;Services;Marié;Tertiaire;No;309;Yes;Yes;;294;1;-1;0;;Refus
893;2008-05-07;59;Col bleu;Marié;Secondaire;No;202;Yes;No;;0;1;-1;0;;Absent
894;2008-05-07;123;Entrepreuneur;Marié;Primaire;No;56;Yes;Yes;;336;1;-1;0;;Refus
895;2008-05-07;59;Col bleu;Marié;Primaire;No;229;Yes;Yes;;19;1;-1;0;;Refus
896;2008-05-07;44;Col bleu;Marié;Primaire;No;143;Yes;No;;153;1;-1;0;;Refus
897;2008-05-07;38;Admin;Célibataire;Secondaire;No;100;Yes;No;;786;1;-1;0;;Souscrit
898;2008-05-07;49;Admin;Marié;Secondaire;No;326;Yes;No;;99;2;-1;0;;Refus
899;2008-05-07;43;Col bleu;Marié;Secondaire;No;167;Yes;No;;0;1;-1;0;;Absent
